date,symbol,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
2025-01-31,RELIANCE.NS,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612.0,,,,,,,,,,,,,,,,,,,,
2025-01-01,TCS.NS,,,,,,3956.7659433990707,3995.034876942136,3948.116846379581,3974.20947265625,763161.0,,,,,,,,,,,,,,,
2025-01-02,TCS.NS,,,,,,3981.505394801832,4042.3876374893357,3959.2304138036743,4035.38134765625,1720835.0,,,,,,,,,,,,,,,
2025-01-03,TCS.NS,,,,,,4039.4404431477788,4039.4404431477788,3954.7366715684284,3962.0810546875,1791953.0,,,,,,,,,,,,,,,
2025-01-06,TCS.NS,,,,,,3967.4929881560497,4010.1587847646483,3929.7072462762812,3957.345947265625,2085593.0,,,,,,,,,,,,,,,
2025-01-07,TCS.NS,,,,,,3976.625573377766,4001.171654478945,3876.7012371685046,3892.88818359375,2669054.0,,,,,,,,,,,,,,,
2025-01-08,TCS.NS,,,,,,3899.2663636904895,3987.304123019685,3882.6929569225254,3970.295654296875,2181277.0,,,,,,,,,,,,,,,
2025-01-09,TCS.NS,,,,,,3963.144467280376,3998.6591122870946,3889.989177677788,3903.083740234375,2392472.0,,,,,,,,,,,,,,,
2025-01-10,TCS.NS,,,,,,4058.8166896003695,4152.556027431617,4029.82514181751,4122.259765625,7894300.0,,,,,,,,,,,,,,,
2025-01-13,TCS.NS,,,,,,4102.303569240159,4177.633454859343,4085.295102000063,4146.85400390625,4003771.0,,,,,,,,,,,,,,,
2025-01-14,TCS.NS,,,,,,4157.3875499089545,4168.887435043552,4077.225739296517,4090.755126953125,3441709.0,,,,,,,,,,,,,,,
2025-01-15,TCS.NS,,,,,,4076.211168766914,4113.368853824781,4066.0159976679342,4106.7490234375,1653474.0,,,,,,,,,,,,,,,
2025-01-16,TCS.NS,,,,,,4116.799350676336,4149.6564346958185,4050.9403192872737,4064.904296875,2637705.0,,,,,,,,,,,,,,,
2025-01-17,TCS.NS,,,,,,4094.0359508349425,4094.7250599119097,4035.133463463163,4058.99951171875,1761466.0,,,,,,,,,,,,,,,
2025-01-20,TCS.NS,,,,,,4080.158948884836,4080.158948884836,4003.689468952198,4013.23583984375,1287799.0,,,,,,,,,,,,,,,
2025-01-21,TCS.NS,,,,,,4030.4586234318854,4045.909995207746,3966.192478882806,3971.949951171875,1971591.0,,,,,,,,,,,,,,,
2025-01-22,TCS.NS,,,,,,3985.8758020500386,4097.2341866812185,3980.1675861797344,4090.7880859375,2409223.0,,,,,,,,,,,,,,,
2025-01-23,TCS.NS,,,,,,4102.007467712743,4124.987859977081,4074.499811787622,4079.814697265625,1822998.0,,,,,,,,,,,,,,,
2025-01-24,TCS.NS,,,,,,4039.0213862561122,4111.849744585292,4039.0213862561122,4086.60595703125,1910099.0,,,,,,,,,,,,,,,
2025-01-27,TCS.NS,,,,,,4037.0527805961183,4090.542349798662,3977.067853766373,4000.7861328125,1551782.0,,,,,,,,,,,,,,,
2025-01-28,TCS.NS,,,,,,4006.3469263960387,4037.052887627697,3964.519830412573,3976.329833984375,2468272.0,,,,,,,,,,,,,,,
2025-01-29,TCS.NS,,,,,,3989.8125558722263,4042.8100387937484,3989.8125558722263,4034.88720703125,1217089.0,,,,,,,,,,,,,,,
2025-01-30,TCS.NS,,,,,,4034.985771856494,4064.5107788173946,3994.2413583605,4035.13330078125,1531251.0,,,,,,,,,,,,,,,
2025-01-31,TCS.NS,,,,,,4044.92593735956,4063.0840087875113,4020.5678067148765,4047.287841796875,1492943.0,,,,,,,,,,,,,,,
2025-01-01,INFY.NS,,,,,,,,,,,1820.134214444306,1838.5394729768454,1820.134214444306,1828.389892578125,1838368.0,,,,,,,,,,
2025-01-02,INFY.NS,,,,,,,,,,,1832.760612498252,1906.236174279187,1831.10952423594,1901.5740966796875,7083645.0,,,,,,,,,,
2025-01-03,INFY.NS,,,,,,,,,,,1896.8148627360356,1896.8148627360356,1866.754528958132,1883.0230712890625,6218003.0,,,,,,,,,,
2025-01-06,INFY.NS,,,,,,,,,,,1895.8923485784164,1916.288731426852,1872.5821967516326,1882.1490478515625,7164403.0,,,,,,,,,,
2025-01-07,INFY.NS,,,,,,,,,,,1889.0935202054077,1902.2540906114118,1868.357221729347,1875.3502197265625,4294832.0,,,,,,,,,,
2025-01-08,INFY.NS,,,,,,,,,,,1874.5246254427705,1882.8774057609294,1834.460303784991,1877.5841064453125,5482050.0,,,,,,,,,,
2025-01-09,INFY.NS,,,,,,,,,,,1878.4583629543145,1895.74665458795,1855.6338390718154,1862.1898193359375,6833503.0,,,,,,,,,,
2025-01-10,INFY.NS,,,,,,,,,,,1881.3233976824297,1920.9507009797642,1876.709930393327,1910.4124755859375,8036913.0,,,,,,,,,,
2025-01-13,INFY.NS,,,,,,,,,,,1899.7773306055078,1925.8070469770787,1892.9785364775742,1905.799072265625,5804152.0,,,,,,,,,,
2025-01-14,INFY.NS,,,,,,,,,,,1912.2579998126723,1915.1232771204202,1875.5930733895989,1884.285888671875,5792162.0,,,,,,,,,,
2025-01-15,INFY.NS,,,,,,,,,,,1891.036010381721,1901.7684398888914,1881.420549328485,1893.60986328125,2985439.0,,,,,,,,,,
2025-01-16,INFY.NS,,,,,,,,,,,1909.4412763032324,1910.41253260361,1861.7526156669912,1873.0191650390625,7533579.0,,,,,,,,,,
2025-01-17,INFY.NS,,,,,,,,,,,1797.7954209897873,1804.5942151264314,1759.9164250856263,1763.2672119140625,16409953.0,,,,,,,,,,
2025-01-20,INFY.NS,,,,,,,,,,,1770.5516054927243,1775.407886940151,1741.6082392029957,1761.1790771484375,4333011.0,,,,,,,,,,
2025-01-21,INFY.NS,,,,,,,,,,,1766.7638099629812,1779.0016155615642,1741.5111463055791,1748.941162109375,7169109.0,,,,,,,,,,
2025-01-22,INFY.NS,,,,,,,,,,,1755.448693830049,1812.1700865447272,1753.2633671133483,1803.0887451171875,8373913.0,,,,,,,,,,
2025-01-23,INFY.NS,,,,,,,,,,,1804.5941442893445,1825.5247642701754,1799.446438649042,1811.8299560546875,5907471.0,,,,,,,,,,
2025-01-24,INFY.NS,,,,,,,,,,,1811.8786496612856,1840.4336089404926,1810.6645792715367,1821.5426025390625,4887027.0,,,,,,,,,,
2025-01-27,INFY.NS,,,,,,,,,,,1795.6100112127813,1809.4504129219265,1759.9163436470913,1769.62890625,7652371.0,,,,,,,,,,
2025-01-28,INFY.NS,,,,,,,,,,,1777.3990640797924,1809.9361507719634,1772.4456805643415,1777.15625,6999495.0,,,,,,,,,,
2025-01-29,INFY.NS,,,,,,,,,,,1791.9678626583263,1834.36322360914,1787.5972093347696,1827.1759033203125,5145155.0,,,,,,,,,,
2025-01-30,INFY.NS,,,,,,,,,,,1819.3088138415467,1832.9548941080284,1790.9966681783667,1806.4881591796875,7336056.0,,,,,,,,,,
2025-01-31,INFY.NS,,,,,,,,,,,1817.2205970496623,1842.910279604707,1817.2205970496623,1825.7677001953125,5820470.0,,,,,,,,,,
2025-01-01,HDFCBANK.NS,,,,,,,,,,,,,,,,874.8989910757854,885.0369805772112,868.80635723923,879.4869995117188,7313806.0,,,,,
2025-01-02,HDFCBANK.NS,,,,,,,,,,,,,,,,876.699651347947,889.6989281059142,874.6770036544534,884.9136352539062,18558576.0,,,,,
2025-01-03,HDFCBANK.NS,,,,,,,,,,,,,,,,883.5569553072743,885.6536147489581,861.5050553855514,862.9356689453125,24426194.0,,,,,
2025-01-06,HDFCBANK.NS,,,,,,,,,,,,,,,,858.4463541498661,866.8823129474961,841.5251154360177,843.84375,18816348.0,,,,,
2025-01-07,HDFCBANK.NS,,,,,,,,,,,,,,,,846.063732614296,849.0237223493897,838.6637582765616,845.2744140625,13527906.0,,,,,
2025-01-08,HDFCBANK.NS,,,,,,,,,,,,,,,,842.7338203435289,844.4111600559388,830.4498497882179,835.8518676757812,19738190.0,,,,,
2025-01-09,HDFCBANK.NS,,,,,,,,,,,,,,,,830.844525028491,833.237171528912,817.9932112311335,822.778564453125,40420222.0,,,,,
2025-01-10,HDFCBANK.NS,,,,,,,,,,,,,,,,824.3571854708366,826.2811909461473,815.9705474379197,817.3272094726562,17453280.0,,,,,
2025-01-13,HDFCBANK.NS,,,,,,,,,,,,,,,,809.0639234971638,812.3939122066796,801.3186405131205,804.5499267578125,21669066.0,,,,,
2025-01-14,HDFCBANK.NS,,,,,,,,,,,,,,,,809.0145872775671,817.0558570637163,807.5839134440961,812.3198852539062,26661432.0,,,,,
2025-01-15,HDFCBANK.NS,,,,,,,,,,,,,,,,817.2038902170349,820.2625224034592,807.2386148292592,810.568603515625,14022892.0,,,,,
2025-01-16,HDFCBANK.NS,,,,,,,,,,,,,,,,815.4032351586193,819.2019251337407,810.4699184801376,815.0086059570312,21212454.0,,,,,
2025-01-17,HDFCBANK.NS,,,,,,,,,,,,,,,,810.7905598983193,814.2438814190301,803.3905852110819,807.4605712890625,23112076.0,,,,,
2025-01-20,HDFCBANK.NS,,,,,,,,,,,,,,,,802.1572673696536,819.3991845447669,802.1572673696536,814.6138916015625,17557618.0,,,,,
2025-01-21,HDFCBANK.NS,,,,,,,,,,,,,,,,818.0672195171876,819.4485722440602,805.6352858599316,810.2479248046875,31158144.0,,,,,
2025-01-22,HDFCBANK.NS,,,,,,,,,,,,,,,,810.2479165643738,824.8012002853578,801.8859089377631,821.9152221679688,30619306.0,,,,,
2025-01-23,HDFCBANK.NS,,,,,,,,,,,,,,,,832.2505181334424,832.2505181334424,814.6139111249832,821.347900390625,34909158.0,,,,,
2025-01-24,HDFCBANK.NS,,,,,,,,,,,,,,,,818.9305795964561,824.0119199318104,811.2839386423929,813.8986206054688,24236200.0,,,,,
2025-01-27,HDFCBANK.NS,,,,,,,,,,,,,,,,809.6065327196525,810.839861804967,802.157237088582,804.0319213867188,22804166.0,,,,,
2025-01-28,HDFCBANK.NS,,,,,,,,,,,,,,,,812.5172453545283,830.9185403912116,812.5172453545283,824.0612182617188,30179312.0,,,,,
2025-01-29,HDFCBANK.NS,,,,,,,,,,,,,,,,826.3304621132276,829.3644636153648,823.2964606110903,827.4651489257812,12619890.0,,,,,
2025-01-30,HDFCBANK.NS,,,,,,,,,,,,,,,,829.2905374831995,837.6278547525732,825.1219089590883,834.4705200195312,25744846.0,,,,,
2025-01-31,HDFCBANK.NS,,,,,,,,,,,,,,,,832.3738053097981,840.9824182950722,830.7457868177106,838.047119140625,15821686.0,,,,,
2025-01-01,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1271.8364809130148,1283.0995501851953,1257.3978412327829,1273.8211669921875,4705399.0
2025-01-02,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1275.26000882058,1283.4965044573805,1268.6113589467466,1280.7178955078125,7433222.0
2025-01-03,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1276.3514823434055,1278.1377481475479,1252.5849166143184,1255.363525390625,11194997.0
2025-01-06,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1258.3406039432266,1267.9662826986646,1247.3751652140256,1254.4207763671875,7504047.0
2025-01-07,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1256.8024602237333,1279.0805130186131,1256.8024602237333,1269.454833984375,7539758.0
2025-01-08,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1270.7448974492877,1275.1607754157394,1242.7607517198803,1254.073486328125,7566309.0
2025-01-09,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1248.3675530849682,1255.0658686519982,1238.543332692866,1252.73388671875,8684920.0
2025-01-10,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1249.359870144571,1255.264262696962,1233.5815917988612,1240.2799072265625,7854524.0
2025-01-13,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1225.4444532249365,1234.4250851207983,1215.5210227528514,1220.3338623046875,9669336.0
2025-01-14,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1223.9062438907645,1235.3181886617992,1218.0513958245872,1230.8031005859375,10342698.0
2025-01-15,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1224.551219155373,1234.8716102214069,1220.5818472942535,1228.7686767578125,5355382.0
2025-01-16,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1235.56627244332,1245.8866640990627,1230.1580514277643,1239.53564453125,11895924.0
2025-01-17,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1233.8296138721637,1239.4363759086416,1208.6737436803246,1216.066650390625,9790533.0
2025-01-20,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1214.5286456993424,1232.2419443689244,1205.944854354206,1223.50927734375,7676418.0
2025-01-21,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1227.4786100806577,1229.4632960558952,1183.567432878532,1186.9910888671875,20520898.0
2025-01-22,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1191.8038937223043,1198.2541229556057,1182.6743869540314,1191.258056640625,10377123.0
2025-01-23,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1188.0826742078204,1198.6511515402387,1176.9188152937772,1192.5482177734375,8770650.0
2025-01-24,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1193.8878937592276,1208.6738293636251,1192.7963406363526,1199.941162109375,9216792.0
2025-01-27,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1185.8499521739243,1225.1963785798748,1183.9644761399952,1218.547607421875,16164687.0
2025-01-28,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1237.7990449684048,1254.3215805212242,1226.535975889425,1237.3525390625,18066499.0
2025-01-29,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1242.4134579383835,1246.1844098592185,1233.5320363858045,1242.066162109375,7666777.0
2025-01-30,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1240.428743300886,1250.203297570973,1230.0091418571585,1245.98583984375,11921041.0
2025-01-31,ICICIBANK.NS,,,,,,,,,,,,,,,,,,,,,1244.8943321590757,1246.3828467053002,1229.6122252573796,1243.2073974609375,10195417.0
